id,price_doc
0,6000000
1,6592000
2,6200000
3,6592000
4,6592000
5,6592000
6,6592000
7,6592000
8,4900000
9,6592000
10,6592000
11,6592000
12,6592000
13,6000000
14,6592000
15,6592000
16,6592000
17,18000000
18,3600000
19,12000000
20,6592000
21,12000000
22,7600002
23,6592000
24,6000000
25,9750000
26,6592000
27,6800000
28,6592000
29,6800000
30,6700000
31,6592000
32,3624480
33,6592000
34,6592000
35,6000000
36,6592000
37,6800000
38,6900000
39,6592000
40,3624480
41,6592000
42,6592000
43,6592000
44,6592000
45,6000000
46,6592000
47,6200000
48,6592000
49,6700000
50,11800000
51,12000000
52,6592000
53,6592000
54,6000000
55,6800000
56,6800000
57,12700000
58,6592000
59,11800000
60,6592000
61,6592000
62,6592000
63,12000000
64,6000000
65,6592000
66,6592000
67,7700000
68,1983000
69,6200000
70,6800000
71,6800000
72,3444000
73,6592000
74,6592000
75,6592000
76,12000000
77,6592000
78,1983000
79,6800000
80,12000000
81,6592000
82,6592000
83,11800000
84,6000000
85,6700000
86,6000000
87,6800000
88,6592000
89,6592000
90,6700000
91,12000000
92,6592000
93,1983000
94,12000000
95,9700000
96,6800000
97,6592000
98,6592000
99,6592000
100,6000000
101,6800000
102,6000000
103,4600000
104,3624480
105,6800000
106,6200000
107,6000000
108,12000000
109,6592000
110,6000000
111,2422315
112,6592000
113,5129088
114,6800000
115,6000000
116,12700000
117,6200000
118,7700000
119,7600002
120,6592000
121,6000000
122,5798496
123,6592000
124,6592000
125,12000000
126,6592000
127,6800000
128,1983000
129,6592000
130,6000000
131,6592000
132,18000000
133,6800000
134,6592000
135,6592000
136,6592000
137,6592000
138,7700000
139,6592000
140,6592000
141,7700000
142,6592000
143,3900000
144,6000000
145,6592000
146,3000000
147,11800000
148,12000000
149,6800000
150,6592000
151,6592000
152,7700000
153,7700000
154,6592000
155,6200000
156,6592000
157,6592000
158,6592000
159,6800000
160,12000000
161,6592000
162,6000000
163,6592000
164,6700000
165,6800000
166,6592000
167,6592000
168,6000000
169,7700000
170,6592000
171,7700000
172,6200000
173,5252520
174,6592000
175,3000000
176,6000000
177,3624480
178,6592000
179,6592000
180,3941493
181,6592000
182,6592000
183,6200000
184,6592000
185,6592000
186,6000000
187,3422309
188,6592000
189,12000000
190,12000000
191,6592000
192,3000000
193,6592000
194,6592000
195,6592000
196,4500000
197,7700000
198,6592000
199,12000000
200,12000000
201,1983000
202,7700000
203,6000000
204,6592000
205,6200000
206,3535520
207,2422315
208,6000000
209,6592000
210,6000000
211,11800000
212,6592000
213,6592000
214,6592000
215,12000000
216,6592000
217,6000000
218,6200000
219,7700000
220,6800000
221,3444000
222,6800000
223,12000000
224,3900000
225,6200000
226,6592000
227,6592000
228,6800000
229,4021422
230,6592000
231,11800000
232,6592000
233,3624480
234,12000000
235,6592000
236,7700000
237,5130400
238,6592000
239,6800000
240,6700000
241,6592000
242,6592000
243,6700000
244,12000000
245,6592000
246,11800000
247,6800000
248,6592000
249,6592000
250,6592000
251,6200000
252,12000000
253,6592000
254,6592000
255,3624480
256,6800000
257,6592000
258,6200000
259,4000000
260,6592000
261,6592000
262,6592000
263,6800000
264,6800000
265,5798496
266,6592000
267,6592000
268,6592000
269,6592000
270,6592000
271,7700000
272,6592000
273,12000000
274,6592000
275,6800000
276,6592000
277,5000000
278,6592000
279,6592000
280,1000000
281,3624480
282,6592000
283,6200000
284,12000000
285,6200000
286,3624480
287,12000000
288,6592000
289,6592000
290,6592000
291,6200000
292,6592000
293,11000000
294,6000000
295,7700000
296,6592000
297,6592000
298,6000000
299,6592000
300,6592000
301,11800000
302,6800000
303,6592000
304,11800000
305,6200000
306,6700000
307,6592000
308,2000000
309,6592000
310,4121333
311,6200000
312,6592000
313,6592000
314,6592000
315,6200000
316,6800000
317,6592000
318,6592000
319,6592000
320,12900000
321,11800000
322,12000000
323,6592000
324,6592000
325,7700000
326,12000000
327,6592000
328,12000000
329,2422315
330,6592000
331,12000000
332,6592000
333,6200000
334,6592000
335,3941493
336,12000000
337,6592000
338,6000000
339,6000000
340,6592000
341,6000000
342,9750000
343,1983000
344,6000000
345,6000000
346,6000000
347,18000000
348,12000000
349,3444000
350,6592000
351,3535520
352,11800000
353,3535520
354,6200000
355,6000000
356,6592000
357,6592000
358,6000000
359,6200000
360,6592000
361,7700000
362,6592000
363,6592000
364,6000000
365,6000000
366,12000000
367,12000000
