id,price_doc
0,5700000.0
1,7560432.0
2,5700000.0
3,6056000.0
4,3582840.0
5,10200547.0
6,3904444.0
7,4410000.0
8,4579237.0
9,5692200.0
10,7658450.0
11,3582840.0
12,4200000.0
13,1000000.0
14,6069600.0
15,5668860.0
16,20000000.0
17,14428655.0
18,6518400.0
19,14700000.0
20,7045760.0
21,11000000.0
22,7600002.0
23,7560432.0
24,4300000.0
25,11750000.0
26,11904651.0
27,9318400.0
28,3003664.0
29,3000000.0
30,7300000.0
31,8900000.0
32,2756612.0
33,3582840.0
34,5778893.0
35,2000000.0
36,8926177.0
37,7080000.0
38,7122929.0
39,3965360.0
40,3673706.0
41,8061512.0
42,5150836.0
43,14800000.0
44,8300000.0
45,3900000.0
46,7700000.0
47,5800000.0
48,7004333.0
49,1000000.0
50,16500000.0
51,12800000.0
52,3582840.0
53,4981800.0
54,6000000.0
55,7500000.0
56,7100000.0
57,12700000.0
58,1000000.0
59,13000000.0
60,7054250.0
61,8926177.0
62,5249700.0
63,8650000.0
64,3500000.0
65,29040000.0
66,9396431.0
67,8800000.0
68,2159850.0
69,6400000.0
70,7200000.0
71,12700000.0
72,6400000.0
73,10150000.0
74,4454100.0
75,4657415.0
76,13000000.0
77,5266925.0
78,1983000.0
79,8000000.0
80,1000000.0
81,6678371.0
82,9220705.0
83,2000000.0
84,7200000.0
85,7100000.0
86,5400000.0
87,11200000.0
88,14684859.0
89,6800000.0
90,990000.0
91,919584.0
92,8333760.0
93,2159850.0
94,11150000.0
95,8400000.0
96,7300000.0
97,9370150.0
98,3582840.0
99,7658450.0
100,8100000.0
101,7000000.0
102,4640000.0
103,1000000.0
104,2756612.0
105,13600000.0
106,6000000.0
107,4700000.0
108,13208083.0
109,7054250.0
110,1180000.0
111,2143234.0
112,11258975.0
113,4351147.0
114,7300000.0
115,10050000.0
116,999000.0
117,6250000.0
118,5500000.0
119,8081700.0
120,5240492.0
121,10214398.0
122,5350000.0
123,7658450.0
124,8926177.0
125,11750000.0
126,3841298.0
127,6100000.0
128,2935219.0
129,10797783.0
130,5400000.0
