id,price_doc
0,6278429.96667
1,6278429.96667
2,6278429.96667
3,6278429.96667
4,6278429.96667
5,6278429.96667
6,6278429.96667
7,6278429.96667
8,6278429.96667
9,6278429.96667
10,6278429.96667
11,6278429.96667
12,6278429.96667
13,6278429.96667
14,6278429.96667
15,6278429.96667
16,6278429.96667
17,6278429.96667
18,6278429.96667
19,6278429.96667
20,6278429.96667
21,6278429.96667
22,6278429.96667
23,6278429.96667
24,6278429.96667
25,6278429.96667
26,6278429.96667
27,6278429.96667
28,6278429.96667
29,6278429.96667
30,6278429.96667
31,6278429.96667
32,6278429.96667
33,6278429.96667
34,6278429.96667
35,6278429.96667
36,6278429.96667
37,6278429.96667
38,6278429.96667
39,6278429.96667
40,6278429.96667
41,6278429.96667
42,6278429.96667
43,6278429.96667
44,6278429.96667
45,6278429.96667
46,6278429.96667
47,6278429.96667
48,6278429.96667
49,6278429.96667
50,6278429.96667
51,6278429.96667
52,6278429.96667
53,6278429.96667
54,6278429.96667
55,6278429.96667
56,6278429.96667
57,6278429.96667
58,6278429.96667
59,6278429.96667
60,6278429.96667
61,6278429.96667
62,6278429.96667
63,6278429.96667
64,6278429.96667
65,6278429.96667
66,6278429.96667
67,6278429.96667
68,6278429.96667
69,6278429.96667
70,6278429.96667
71,6278429.96667
72,6278429.96667
73,6278429.96667
74,6278429.96667
75,6278429.96667
76,6278429.96667
77,6278429.96667
78,6278429.96667
79,6278429.96667
80,6278429.96667
81,6278429.96667
82,6278429.96667
83,6278429.96667
84,6278429.96667
85,6278429.96667
86,6278429.96667
87,6278429.96667
88,6278429.96667
89,6278429.96667
90,6278429.96667
91,6278429.96667
92,6278429.96667
93,6278429.96667
94,6278429.96667
95,6278429.96667
96,6278429.96667
97,6278429.96667
98,6278429.96667
99,6278429.96667
100,6278429.96667
101,6278429.96667
102,6278429.96667
103,6278429.96667
104,6278429.96667
105,6278429.96667
106,6278429.96667
107,6278429.96667
108,6278429.96667
109,6278429.96667
110,6278429.96667
111,6278429.96667
112,6278429.96667
113,6278429.96667
114,6278429.96667
115,6278429.96667
116,6278429.96667
117,6278429.96667
118,6278429.96667
119,6278429.96667
